rank,track_id,lead_genre,matched_genres,matched_tags,final_score,danceability_similarity,danceability_contribution,energy_similarity,energy_contribution,valence_similarity,valence_contribution,tempo_similarity,tempo_contribution,duration_ms_similarity,duration_ms_contribution,key_similarity,key_contribution,mode_similarity,mode_contribution,lead_genre_similarity,lead_genre_contribution,genre_overlap_similarity,genre_overlap_contribution,tag_overlap_similarity,tag_overlap_contribution
100,NbrnBnH8hYpqRH1n,pop,pop|rock,pop|80s|dance|rock,0.589471,0.60504,0.024202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.533075,0.154592
101,2U8CMlSY7kyoMsjm,pop,pop|rock,pop|rock,0.589234,0.791707,0.031668,0.839687,0.025191,0.0,0.0,0.0,0.0,0.162352,0.003247,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
102,kHGQo6fUf4NE96H6,pop,pop|rock,pop|rock,0.588632,0.821627,0.032865,0.706353,0.021191,0.181587,0.005448,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
103,pWVS3CHHvqNCFu8Y,pop,pop|rock,pop|rock|dance,0.588537,0.378373,0.015135,0.139687,0.004191,0.481587,0.014448,0.0,0.0,0.0,0.0,0.642048,0.012841,0.0,0.0,1.0,0.29,0.491782,0.118028,0.461703,0.133894
104,ZivhzMzZvUptts1L,pop,pop|rock,pop|rock,0.588508,0.968293,0.038732,0.0,0.0,0.688253,0.020648,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
105,5BnzRSZ5AhUajC9b,pop,pop|rock,80s|pop|rock,0.588065,0.651707,0.026068,0.0,0.0,0.0,0.0,0.0,0.0,0.716382,0.014328,0.024619,0.000492,0.0,0.0,1.0,0.29,0.491782,0.118028,0.479824,0.139149
106,s0pcN5ofUvScrlkE,pop,pop|rock,pop|rock,0.587399,0.0,0.0,0.926353,0.027791,0.641587,0.019248,0.0,0.0,0.052018,0.00104,0.642048,0.012841,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
107,YgaeSXQLjGij8Sa8,pop,pop|rock,pop|rock,0.587224,0.718373,0.028735,0.433647,0.013009,0.54508,0.016352,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
108,9tKR0RdwK0gZS8aA,pop,pop|rock,pop|rock|alternative,0.587092,0.231707,0.009268,0.66698,0.020009,0.0,0.0,0.0,0.0,0.515118,0.010302,0.0,0.0,0.0,0.0,1.0,0.29,0.491782,0.118028,0.480983,0.139485
109,hFyhoVegMXqbv71q,pop,pop|rock,pop|rock,0.587062,0.538373,0.021535,0.0,0.0,0.521587,0.015648,0.750482,0.022514,0.019715,0.000394,0.024619,0.000492,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
110,XV9frHy5a60b1GrH,pop,pop|rock,pop|80s|rock,0.586836,0.581627,0.023265,0.0,0.0,0.181587,0.005448,0.017216,0.000516,0.389048,0.007781,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.479824,0.139149
111,Q7B8NyBcIjsqiQDa,pop,pop|rock,pop|80s|rock,0.586424,0.91496,0.036598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.479824,0.139149
112,9B8mY0RoheDRIWqa,pop,pop|rock,pop|rock,0.586253,0.691707,0.027668,0.913647,0.027409,0.068253,0.002048,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
113,wykOdQY7qAiEfZ5a,pop,pop|singer-songwriter|rock,pop|80s|singer-songwriter|rock,0.585944,0.0,0.0,0.0,0.0,0.0,0.0,0.239118,0.007174,0.0,0.0,0.024619,0.000492,0.0,0.0,1.0,0.29,0.556461,0.133551,0.533543,0.154727
114,forqJUTuB6xdeHaO,pop,pop|rock,pop|rock,0.585939,0.0,0.0,0.820313,0.024609,0.0,0.0,0.0,0.0,0.918815,0.018376,0.691285,0.013826,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
115,ioNoZaGuzi6MnmOm,pop,pop|rock,pop|dance|rock,0.585713,0.668293,0.026732,0.0,0.0,0.0,0.0,0.140616,0.004218,0.0,0.0,0.642048,0.012841,0.0,0.0,1.0,0.29,0.491782,0.118028,0.461703,0.133894
116,D2FbZvTYEtb0lCVv,pop,pop|rock,pop|rock|dance,0.584768,0.97496,0.038998,0.0,0.0,0.128253,0.003848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.491782,0.118028,0.461703,0.133894
117,l2ExRfa7gGnBQTYu,pop,pop|rock,pop|rock,0.584603,0.888293,0.035532,0.200313,0.006009,0.0,0.0,0.0,0.0,0.696685,0.013934,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
118,FFRimu2owY3jIYHu,pop,pop|rock,pop|rock,0.584602,0.731707,0.029268,0.219687,0.006591,0.0,0.0,0.0,0.0,0.956148,0.019123,0.024619,0.000492,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
119,yoPeyb6ZQJQ9pU4G,pop,pop|rock,pop|rock,0.584376,0.361627,0.014465,0.906353,0.027191,0.001587,4.8e-05,0.0,0.0,0.677185,0.013544,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
120,rYKZ2u8TGNLDuFFx,pop,pop|rock,pop|rock,0.584121,0.80504,0.032202,0.759687,0.022791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
121,G4x45DJekw7smjYR,pop,pop|rock,pop|rock,0.583971,0.84504,0.033802,0.0,0.0,0.0,0.0,0.151949,0.004558,0.824148,0.016483,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
122,kMFDvFdlTxjZzduy,pop,pop|rock,pop|rock|alternative,0.583901,0.751707,0.030068,0.0,0.0,0.0,0.0,0.0,0.0,0.183552,0.003671,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.480983,0.139485
123,oGuO1CfOTn5FrLrY,pop,pop|rock,pop|rock,0.583837,0.648293,0.025932,0.73302,0.021991,0.0,0.0,0.0,0.0,0.339282,0.006786,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
124,asmj20D1uf6j7blm,pop,pop|rock,pop|rock,0.583753,0.558373,0.022335,0.0,0.0,0.0,0.0,0.879616,0.026388,0.270518,0.00541,0.024619,0.000492,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
125,NfprqhbIsJHxnora,pop,pop|rock,pop|rock,0.582067,0.118373,0.004735,0.0,0.0,0.98508,0.029552,0.215349,0.00646,0.609618,0.012192,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
126,29Hb4oJCgAJKgLjk,pop,pop|rock,pop|rock,0.581769,0.551707,0.022068,0.20698,0.006209,0.0,0.0,0.812118,0.024364,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
127,iiTi1qwkGOOczE87,pop,pop|rock,pop|rock,0.581751,0.87496,0.034998,0.273647,0.008209,0.0,0.0,0.313851,0.009416,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
128,hmQu7rgsvOC7s750,pop,pop|rock,pop|rock,0.581629,0.0,0.0,0.760313,0.022809,0.47492,0.014248,0.514784,0.015444,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
129,WOkAWTBlucc3K0D9,pop,pop|rock|electronic,pop|rock|electronic,0.581478,0.0,0.0,0.119687,0.003591,0.021587,0.000648,0.0,0.0,0.092215,0.001844,0.642048,0.012841,0.0,0.0,1.0,0.29,0.566806,0.136033,0.470763,0.136521
130,J85vFynLbKYqgZF2,pop,pop|rock,pop|indie|rock|alternative,0.581441,0.0,0.0,0.0,0.0,0.0,0.0,0.251051,0.007532,0.553482,0.01107,0.0,0.0,0.0,0.0,1.0,0.29,0.491782,0.118028,0.533832,0.154811
131,DmoNempu05Jn2zy0,pop,pop|rock,pop|rock,0.581368,0.658373,0.026335,0.0,0.0,0.0,0.0,0.951816,0.028554,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
132,39doFIRBCikXYCTo,pop,pop|alternative rock|rock,pop|rock,0.580483,0.771707,0.030868,0.0,0.0,0.0,0.0,0.0,0.0,0.542452,0.010849,0.0,0.0,0.26491,0.002649,1.0,0.29,0.531943,0.127666,0.408451,0.118451
133,ZpuSSj4TdzR2YYW5,pop,pop|singer-songwriter|rock,pop|singer-songwriter|indie|rock,0.580142,0.0,0.0,0.0,0.0,0.0,0.0,0.152882,0.004586,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.556461,0.133551,0.51502,0.149356
134,hBRNyyHZVVgpq3cs,pop,pop|rock,pop|rock,0.579579,0.671707,0.026868,0.446353,0.013391,0.0,0.0,0.0,0.0,0.0,0.0,0.642048,0.012841,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
135,ZWb4WqRjgcGBIufU,pop,pop|rock,pop|rock,0.579341,0.728293,0.029132,0.119687,0.003591,0.0,0.0,0.0,0.0,0.874518,0.01749,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
136,L1CW4oYfEOwJBqsP,pop,pop|rock,pop|rock,0.578902,0.70504,0.028202,0.36698,0.011009,0.0,0.0,0.424016,0.01272,0.0,0.0,0.024619,0.000492,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
137,984fkP2JUy0zudxM,pop,pop|rock|singer-songwriter,alternative|pop|rock|singer-songwriter,0.578615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.556461,0.133551,0.534702,0.155064
138,LDaQRpOaR4jLbfPP,pop,pop|rock,pop|rock,0.578113,0.541627,0.021665,0.0,0.0,0.671747,0.020152,0.0,0.0,0.358418,0.007168,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
139,zjnHFMnbdvheazKR,pop,pop|rock|singer-songwriter,pop|rock|singer-songwriter,0.57798,0.09496,0.003798,0.0,0.0,0.46508,0.013952,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.556461,0.133551,0.462171,0.13403
140,pDiU5vXvL50BJcPu,pop,pop|rock,pop|rock,0.577466,0.51496,0.020598,0.0,0.0,0.908253,0.027248,0.0,0.0,0.0,0.0,0.024619,0.000492,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
141,Sqwjjv9feZIw7VRl,pop,pop|rock,pop|rock,0.577375,0.501627,0.020065,0.0,0.0,0.35492,0.010648,0.0,0.0,0.876718,0.017534,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
142,svFt732G71rVcRwP,pop,pop|rock,pop|rock,0.576817,0.471707,0.018868,0.239687,0.007191,0.0,0.0,0.083349,0.0025,0.956515,0.01913,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
143,NkygiLQdhg5ed6t9,pop,pop|rock,pop|rock,0.576767,0.0,0.0,0.799687,0.023991,0.788253,0.023648,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
144,rTXO5VOLQGcypcmB,pop,pop|rock,pop|rock,0.576139,0.711707,0.028468,0.0,0.0,0.0,0.0,0.0,0.0,0.368285,0.007366,0.691285,0.013826,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
145,3CMAkskNLzJlfREr,pop,pop|rock,pop|rock|alternative,0.575967,0.0,0.0,0.0,0.0,0.0,0.0,0.948482,0.028454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.491782,0.118028,0.480983,0.139485
146,O221I7OOgpuLNIMP,pop,pop|rock,pop|rock,0.575148,0.751707,0.030068,0.0,0.0,0.531747,0.015952,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
147,i36oCmq2SzF3VrQw,pop,pop|rock,pop|rock,0.574516,0.178373,0.007135,0.380313,0.011409,0.878413,0.026352,0.0,0.0,0.0,0.0,0.024619,0.000492,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
148,0AnOojGcrMBtFxQi,pop,pop|rock,pop|rock,0.574448,0.71496,0.028598,0.0,0.0,0.0,0.0,0.557416,0.016722,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
149,4T4WS25clgZG0Rwk,pop,pop|rock,pop|rock,0.574329,0.371707,0.014868,0.0,0.0,0.0,0.0,0.918451,0.027554,0.138952,0.002779,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
150,k68WuDMJJvrWeeXX,pop,pop|rock,pop|rock|alternative,0.57353,0.0,0.0,0.406353,0.012191,0.0,0.0,0.0,0.0,0.0,0.0,0.691285,0.013826,0.0,0.0,1.0,0.29,0.491782,0.118028,0.480983,0.139485
151,yNWLrIVavABdRMqc,pop,pop|rock,pop|rock,0.573408,0.16504,0.006602,0.299687,0.008991,0.0,0.0,0.715718,0.021472,0.493185,0.009864,0.0,0.0,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
152,y1eg9CSVvZNDSluM,pop,pop|rock,pop|rock,0.572939,0.698373,0.027935,0.0,0.0,0.0,0.0,0.294016,0.00882,0.352818,0.007056,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
153,Q9pxEjJEO7VFTddy,pop,pop|rock,pop|alternative|rock,0.572603,0.61496,0.024598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024619,0.000492,0.0,0.0,1.0,0.29,0.491782,0.118028,0.480983,0.139485
154,JQNiXWeUKxp9Zjr6,pop,pop|rock,pop|rock,0.572508,0.608293,0.024332,0.0,0.0,0.63492,0.019048,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
155,GrzQpCC4szYtWxCa,pop,pop|rock,pop|rock,0.572418,0.56504,0.022602,0.09302,0.002791,0.311747,0.009352,0.109251,0.003278,0.395785,0.007916,0.0,0.0,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
156,DqgAuSYU5ks25UvS,pop,pop|rock,pop|rock|80s,0.5714,0.451707,0.018068,0.0,0.0,0.0,0.0,0.0,0.0,0.175282,0.003506,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.479824,0.139149
157,egxzG3M6KVMCyB5J,pop,pop|rock,pop|rock|indie,0.571379,0.0,0.0,0.0,0.0,0.401587,0.012048,0.0,0.0,0.876285,0.017526,0.0,0.0,0.0,0.0,1.0,0.29,0.491782,0.118028,0.461301,0.133777
158,4vFLgPG7a9BPT2Gs,pop,pop|rock,pop|rock,0.571187,0.87496,0.034998,0.0,0.0,0.0,0.0,0.0,0.0,0.353048,0.007061,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
159,XVdSGeJssg2CcAmi,pop,pop|rock,pop|rock,0.570228,0.181627,0.007265,0.66698,0.020009,0.0,0.0,0.0,0.0,0.0,0.0,0.691285,0.013826,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
160,e6WjDeaeEBgNTHwl,pop,pop|rock,pop|rock,0.570062,0.81496,0.032598,0.0,0.0,0.0,0.0,0.277882,0.008336,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
161,e7ucWjKm5ASO5yjC,pop,pop|rock,pop|rock,0.568695,0.201627,0.008065,0.0,0.0,0.748253,0.022448,0.083216,0.002496,0.327915,0.006558,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
162,TIDAYplHydmOIiMl,pop,pop|rock,pop|rock,0.568621,0.078373,0.003135,0.0,0.0,0.0,0.0,0.917784,0.027534,0.441185,0.008824,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
163,sjTH2cKlMq988xTQ,pop,pop|rock,pop|rock,0.568114,0.40504,0.016202,0.580313,0.017409,0.0,0.0,0.092349,0.00277,0.262682,0.005254,0.0,0.0,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
164,VRc0xL95QGL9wVxj,pop,pop|rock,pop|rock,0.567458,0.86504,0.034602,0.0,0.0,0.0,0.0,0.0,0.0,0.186382,0.003728,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
165,lSfvnLAfC3nIn7Tm,pop,pop|rock,pop|rock,0.567282,0.84504,0.033802,0.0,0.0,0.14508,0.004352,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
166,MkkR5nsU3OQTbBIf,pop,pop|rock,pop|rock,0.567143,0.45496,0.018198,0.199687,0.005991,0.0,0.0,0.0,0.0,0.0,0.0,0.691285,0.013826,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
167,rbNba9o60sGjKLmh,pop,pop|rock,pop|rock,0.566409,0.79496,0.031798,0.166353,0.004991,0.0,0.0,0.0,0.0,0.0,0.0,0.024619,0.000492,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
168,jkmFKmkcsy43P4eY,pop,pop|rock,pop|80s|rock,0.566371,0.0,0.0,0.00698,0.000209,0.0,0.0,0.544518,0.016336,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.479824,0.139149
169,utfMCwd1SdVbA3oo,pop,pop|rock,pop|rock,0.566298,0.46504,0.018602,0.0,0.0,0.0,0.0,0.618949,0.018568,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
170,nq3Md2vYj5IFXLCw,pop,pop|electronic,pop|alternative|indie|electronic,0.565935,0.96504,0.038602,0.0,0.0,0.848253,0.025448,0.917451,0.027524,0.403018,0.00806,0.0,0.0,0.26491,0.002649,1.0,0.29,0.285511,0.068523,0.362514,0.105129
171,MuIBz4UBjvf4feV4,pop,pop|rock,pop|rock,0.565769,0.0,0.0,0.21302,0.006391,0.0,0.0,0.0,0.0,0.821185,0.016424,0.691285,0.013826,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
172,Vl14T0e2SxjA6AZW,pop,pop|rock,pop|rock,0.565437,0.628293,0.025132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.691285,0.013826,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
173,n0iGXUEiSpT24tnf,pop,pop|rock,pop|rock,0.565231,0.0,0.0,0.38698,0.011609,0.0,0.0,0.816482,0.024494,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
174,mfsD71oUYb3tQo1T,pop,pop|rock,pop|rock,0.565203,0.188293,0.007532,0.60698,0.018209,0.0,0.0,0.0,0.0,0.516718,0.010334,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
175,Mm97ATLc8RLtosge,pop,pop|rock,pop|rock,0.564773,0.0,0.0,0.0,0.0,0.648253,0.019448,0.0,0.0,0.809848,0.016197,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
176,Ux0TBQDgfOH6xnA5,pop,pop|rock,pop|rock|alternative,0.564179,0.281627,0.011265,0.0,0.0,0.0,0.0,0.0,0.0,0.137618,0.002752,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.480983,0.139485
177,KlVSKSzGMRvabzUu,pop,pop|alternative rock|rock,pop|alternative|rock,0.563694,0.08504,0.003402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024619,0.000492,0.26491,0.002649,1.0,0.29,0.531943,0.127666,0.480983,0.139485
178,1WALlh8QzpH416AQ,pop,pop|rock,pop|rock,0.56226,0.828293,0.033132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
179,tlGHvtRBqfyqvl86,pop,pop|rock,pop|rock,0.561689,0.541627,0.021665,0.0,0.0,0.098413,0.002952,0.0,0.0,0.372615,0.007452,0.024619,0.000492,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
180,b8sR46dJr1i5rWwZ,pop,pop|rock,pop|rock,0.561086,0.31496,0.012598,0.733647,0.022009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
181,fJhOrZcuFoca6CIr,pop,pop|rock,pop|rock,0.560944,0.861627,0.034465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
182,aIbWEXznG645aC0w,pop,pop|rock,pop|rock,0.560651,0.748293,0.029932,0.05302,0.001591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
183,Z2kkwAcKcKIFMYm2,pop,pop|rock,pop|rock,0.5605,0.0,0.0,0.366353,0.010991,0.0,0.0,0.251318,0.00754,0.0,0.0,0.642048,0.012841,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
184,3G6YdquxUGPnpubQ,pop,pop|rock,pop|rock|indie,0.560445,0.0,0.0,0.53302,0.015991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.461301,0.133777
185,N6HFAgPFZuZpkMjT,pop,pop|rock|singer-songwriter,pop|rock|singer-songwriter,0.56023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.556461,0.133551,0.462171,0.13403
186,kFA0hCUEWER9tgZF,pop,pop|rock,pop|80s|rock,0.559488,0.0,0.0,0.0,0.0,0.0,0.0,0.322082,0.009662,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.479824,0.139149
187,sggYqrFuwgnHsdYz,pop,pop|rock,pop|rock,0.559036,0.801627,0.032065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024619,0.000492,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
188,dHCUDnl7mAituoWn,pop,pop|rock,pop|rock,0.558663,0.738373,0.029535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
189,vbh3ctAWik56xVHg,pop,pop|rock,pop|rock,0.558515,0.0,0.0,0.35302,0.010591,0.0,0.0,0.286816,0.008604,0.0,0.0,0.642048,0.012841,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
190,d0QcFjzS1FgrR287,pop,pop|rock,pop|rock,0.558374,0.0,0.0,0.459687,0.013791,0.0,0.0,0.0,0.0,0.905185,0.018104,0.0,0.0,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
191,HYnnl0HuqnbADJA5,pop,pop|rock,pop|rock,0.558372,0.0,0.0,0.0,0.0,0.958413,0.028752,0.0,0.0,0.0,0.0,0.024619,0.000492,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
192,VtYEyiLcNwW4rGRE,pop,pop|rock,pop|rock,0.558198,0.271707,0.010868,0.0,0.0,0.0,0.0,0.588451,0.017654,0.159852,0.003197,0.0,0.0,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
193,5RLncO2qn8wjiBQt,pop,pop|rock,pop|rock,0.558126,0.218373,0.008735,0.0,0.0,0.0,0.0,0.754082,0.022622,0.014518,0.00029,0.0,0.0,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
194,fWfMlU7lpVsJniy4,pop,pop|rock,pop|rock,0.557742,0.0,0.0,0.75302,0.022591,0.0,0.0,0.0,0.0,0.433618,0.008672,0.0,0.0,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
195,7z2rzquPl6jYxINe,pop,pop|rock,pop|rock,0.557614,0.778373,0.031135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
196,0qIcvvKDiICnrFtE,pop,pop|rock,pop|rock,0.557501,0.388293,0.015532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.642048,0.012841,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
197,tlasNQmKVuhPHtm9,pop,pop|rock,pop|rock,0.557159,0.0,0.0,0.0,0.0,0.471747,0.014152,0.550949,0.016528,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
198,XqopNwqBPFEp3cSx,pop,pop|rock,pop|rock,0.556656,0.0,0.0,0.0,0.0,0.0,0.0,0.917584,0.027528,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
199,IsevgJH0eCI35QWt,pop,pop|rock,pop|rock,0.556618,0.67496,0.026998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024619,0.000492,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
200,KUjYpvSIuS3u2JAk,pop,pop|rock,pop|rock,0.556452,0.428293,0.017132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.642048,0.012841,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
201,2uR6ulDKUCIjjlL3,pop,pop|rock,pop|80s|rock,0.556413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437185,0.008744,0.024619,0.000492,0.0,0.0,1.0,0.29,0.491782,0.118028,0.479824,0.139149
202,BseoDZeuVGpOp5kb,pop,pop|rock,pop|rock,0.556411,0.748293,0.029932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.491782,0.118028,0.408451,0.118451
203,0732MPqq4gzelgm0,pop,pop|rock,pop|rock,0.555793,0.0,0.0,0.27302,0.008191,0.15492,0.004648,0.0,0.0,0.0,0.0,0.691285,0.013826,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
204,aiWikvsO5Y5QQLsY,pop,pop|rock,pop|rock,0.55506,0.648293,0.025932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,1.0,0.29,0.491782,0.118028,0.408451,0.118451
